 0.00000000e+00  0.00000000e+00 
 1.00000000e-11  2.34810852e-10 
 1.08403351e-11  2.56352028e-10 
 1.25210053e-11  3.03378285e-10 
 1.58823458e-11  4.25562296e-10 
 2.26050267e-11  8.38372782e-10 
 3.60503885e-11  2.98724926e-09 
 6.03096145e-11  1.76599228e-08 
 9.03338465e-11  7.85048374e-08 
 1.38251619e-10  4.10973956e-07 
 2.05983694e-10  1.97051129e-06 
 3.11768529e-10  1.02666242e-05 
 4.66681253e-10  5.11076772e-05 
 6.35829663e-10  1.71341230e-04 
 8.69913233e-10  5.92748180e-04 
 1.00000000e-09  1.01445438e-03 
 1.03027748e-09  1.14366576e-03 
 1.09083243e-09  1.42566861e-03 
 1.21194233e-09  2.14617316e-03 
 1.45416214e-09  4.36215031e-03 
 1.93860176e-09  1.30642955e-02 
 2.69863902e-09  4.32446502e-02 
 3.69863902e-09  1.27071388e-01 
 4.69863902e-09  2.78157498e-01 
 5.69863902e-09  5.14833856e-01 
 6.69863902e-09  8.54212810e-01 
 7.69863902e-09  1.31225988e+00 
 8.69863902e-09  1.90386126e+00 
 9.69863902e-09  2.64288742e+00 
 1.06986390e-08  3.54225295e+00 
 1.16986390e-08  4.61397293e+00 
 1.26986390e-08  5.86921606e+00 
 1.36986390e-08  7.31835457e+00 
 1.46986390e-08  8.97101135e+00 
 1.56986390e-08  1.08361042e+01 
 1.66986390e-08  1.29218878e+01 
 1.76986390e-08  1.52359926e+01 
 1.86986390e-08  1.77854621e+01 
 1.96986390e-08  2.05767877e+01 
 2.06986390e-08  2.36159416e+01 
 2.16986390e-08  2.69084072e+01 
 2.26986390e-08  3.04592089e+01 
 2.36986390e-08  3.42729389e+01 
 2.46986390e-08  3.83537834e+01 
 2.56986390e-08  4.27055467e+01 
 2.66986390e-08  4.73316739e+01 
 2.76986390e-08  5.22352729e+01 
 2.86986390e-08  5.74191342e+01 
 2.96986390e-08  6.28857504e+01 
 3.06986390e-08  6.86373338e+01 
 3.16986390e-08  7.46758335e+01 
 3.26986390e-08  8.10029516e+01 
 3.36986390e-08  8.76201576e+01 
 3.46986390e-08  9.45287031e+01 
 3.56986390e-08  1.01729635e+02 
 3.66986390e-08  1.09223807e+02 
 3.76986390e-08  1.17011894e+02 
 3.86986390e-08  1.25094400e+02 
 3.96986390e-08  1.33471671e+02 
 4.06986390e-08  1.42143903e+02 
 4.16986390e-08  1.51111153e+02 
 4.26986390e-08  1.60373347e+02 
 4.36986390e-08  1.69930286e+02 
 4.46986390e-08  1.79781660e+02 
 4.56986390e-08  1.89927047e+02 
 4.66986390e-08  2.00365926e+02 
 4.76986390e-08  2.11097682e+02 
 4.86986390e-08  2.22121610e+02 
 4.96986390e-08  2.33436922e+02 
 5.06986390e-08  2.45042755e+02 
 5.16986390e-08  2.56938171e+02 
 5.26986390e-08  2.69122166e+02 
 5.36986390e-08  2.81593673e+02 
 5.46986390e-08  2.94351566e+02 
 5.56986390e-08  3.07394663e+02 
 5.66986390e-08  3.20721732e+02 
 5.76986390e-08  3.34331494e+02 
 5.86986390e-08  3.48222624e+02 
 5.96986390e-08  3.62393758e+02 
 6.06986390e-08  3.76843492e+02 
 6.16986390e-08  3.91570388e+02 
 6.26986390e-08  4.06572973e+02 
 6.36986390e-08  4.21849747e+02 
 6.46986390e-08  4.37399178e+02 
 6.56986390e-08  4.53219711e+02 
